IT("/R5/PLUS") X,IT("/R5/PLUS") Y
5.716275397184071e-06,0.003999200919858447
6.01e-06,0.003996627894044849
6.0125e-06,0.00743770081501257
6.01625e-06,0.01217458491158492
6.02e-06,0.01643622165366425
6.02157902823441e-06,0.0159703743477697
6.023684079904886e-06,0.01557123064165002
6.026322166700646e-06,0.01556502508749948
6.029674570287009e-06,0.01599837655374495
6.032504995235356e-06,0.01654473096057275
6.036297083723459e-06,0.01732797389188751
6.040726580920598e-06,0.01817000053697143
6.046545764188256e-06,0.01901522786368405
6.052329584183784e-06,0.01954219992494949
6.057438246149134e-06,0.01980530909527633
6.063100633077507e-06,0.01996710563443807
6.069755370694923e-06,0.0200766814504468
6.076085792243046e-06,0.02015391304553716
6.078035731731511e-06,0.02017610827136672
6.081935610708442e-06,0.02021691425603929
6.087233528818216e-06,0.02025714791703419
6.092049847409323e-06,0.02026769271456096
6.097630657235643e-06,0.02023054447321158
6.102148730896928e-06,0.02015972358032588
6.108791313061331e-06,0.02003603718833446
6.11403480088416e-06,0.01996031826251135
6.120320608610313e-06,0.01992141179029182
6.130370088388832e-06,0.01994578230302274
6.141992662819857e-06,0.02001317223276651
6.156740870555198e-06,0.02003592093836201
6.169975070251192e-06,0.01999955138041712
6.186333700495464e-06,0.01997668683511368
6.203879495694559e-06,0.01999729474967029
6.223658211087708e-06,0.02000571997401799
6.246524622020845e-06,0.01999036352960317
6.280719592821545e-06,0.01999449194184582
6.315196189765928e-06,0.01999959990976953
6.381507602335977e-06,0.01999103309391355
6.447016061813176e-06,0.01999868560382699
6.528809953466597e-06,0.01999291977524995
6.643940217582121e-06,0.01999663361077198
6.809836159034041e-06,0.01999457916580697
7.072786826373922e-06,0.01999565190545426
7.472786826373923e-06,0.01999514349467736
7.872786826373922e-06,0.01999523484871811
8.272786826373922e-06,0.01999553251326502
8.672786826373921e-06,0.0199948721942817
9.072786826373921e-06,0.01999587689729647
9.472786826373921e-06,0.01999455719080072
9.87278682637392e-06,0.01999617051265447
1.027278682637392e-05,0.01999429415724925
1.067278682637392e-05,0.01999641058837393
1.107278682637392e-05,0.0199940843500869
1.147278682637392e-05,0.01999659676305737
1.187278682637392e-05,0.01999392682061377
1.227278682637392e-05,0.0199967248478651
1.267278682637392e-05,0.01999381732633132
1.3e-05,0.01999681392244754
1.30025e-05,0.01645416059094681
1.300625e-05,0.01146735124927302
1.301e-05,0.006898543850820262
1.301182802604964e-05,0.007346187231854327
1.301433995667756e-05,0.007749952672839283
1.301730944564617e-05,0.007814994081185613
1.30213655605842e-05,0.007547373707513122
1.3024356331942e-05,0.007225516611975871
1.3027951816791e-05,0.006796885798977246
1.303214420575345e-05,0.006287660083139152
1.303689961376137e-05,0.005736236732172623
1.304395177493452e-05,0.005027768402456022
1.30533626791815e-05,0.004339002353877529
1.306150070017582e-05,0.003974499654128648
1.306325618473479e-05,0.003921161788789975
1.306676715385273e-05,0.00384051303031055
1.30712175019834e-05,0.003789448873586402
1.307590463848813e-05,0.003792073949361928
1.308108075153805e-05,0.0038442552426073
1.308840046113962e-05,0.003958420242673694
1.309810279523102e-05,0.004088057166475781
1.310727561080429e-05,0.0041207681517235
1.311441419133879e-05,0.004084375334528071
1.312168880429932e-05,0.004028734411643123
1.312901687664555e-05,0.003985655385872351
1.314122390172251e-05,0.003964654601787239
1.315546115036171e-05,0.003988107714516645
1.317464013443973e-05,0.004012433732272746
1.319412406477001e-05,0.004001812862435982
1.322494740552858e-05,0.003990833477005043
1.325371884191299e-05,0.004000992894706278
1.331126171468182e-05,0.003997847872125107
1.336339731060895e-05,0.003995606685889377
1.3444314236548e-05,0.004000244020449861
1.359882264475216e-05,0.003995373084579086
1.37554761910667e-05,0.004000052347911853
1.397372697080728e-05,0.003995691706437742
1.426342828845068e-05,0.003999722809547519
1.463325223757448e-05,0.003995681256536212
1.503325223757448e-05,0.00399970230164585
1.543325223757448e-05,0.003996065171602339
1.572162611878724e-05,0.003999228239184234
1.601e-05,0.003996602796770238
1.60125e-05,0.007437686722211952
1.601625e-05,0.01217458281745416
1.602e-05,0.01643622842191393
1.602157903139051e-05,0.01597038315144142
1.602368413115504e-05,0.01557123777449601
1.60263221881803e-05,0.01556504079932687
1.602967462631891e-05,0.0159984001934544
1.603250505659266e-05,0.01654475663026451
1.603629716901149e-05,0.01732800251079716
1.604072668179345e-05,0.01817002663729198
1.604654590408011e-05,0.01901524964004228
1.60523296753502e-05,0.01954220898118202
1.605743833778194e-05,0.01980531426572576
1.606310075223698e-05,0.01996710918978007
1.60697554897467e-05,0.02007668386389048
1.607608592493524e-05,0.02015391542133751
1.607803579819904e-05,0.02017610985278527
1.608193554472665e-05,0.02021691437916202
1.60872334643959e-05,0.02025714792449686
1.609204981203852e-05,0.02026769243228892
1.60976305834006e-05,0.02023054398330468
1.610214865977817e-05,0.0201597228911641
1.610879129573243e-05,0.02003603574444775
1.611403478013796e-05,0.01996031742662631
1.612032061534192e-05,0.01992141161083738
1.613037010925862e-05,0.01994578302810518
1.614199273041742e-05,0.02001317300216976
1.61567409503378e-05,0.02003592066726449
1.616997515102977e-05,0.01999955084749666
1.618633389474386e-05,0.01997668688563013
1.620387957222747e-05,0.01999729501606535
1.622365852107745e-05,0.02000571984791841
1.624652493243861e-05,0.01999036335574638
1.628072031331934e-05,0.01999449216050291
1.631519691398361e-05,0.01999959983351338
1.638150727487222e-05,0.0199910330936407
1.644701632120865e-05,0.01999868565301983
1.65288099950834e-05,0.01999291971052728
1.664393984951258e-05,0.01999663365615723
1.680983559614429e-05,0.01999457911802513
1.707278585635233e-05,0.01999565195039473
1.747278585635233e-05,0.01999514345143763
1.787278585635233e-05,0.01999523488978385
1.827278585635233e-05,0.01999553247393435
1.867278585635233e-05,0.01999487223115775
1.907278585635233e-05,0.01999587686213572
1.947278585635233e-05,0.01999455722334845
1.973639292817617e-05,0.01999622739352346
2e-05,0.0199941886482546
